Date,Open,High,Low,Close,Volume
2023-03-08,28237.21,28469.41,28232.68,28444.19,672152600
2023-03-09,28648.11,28734.79,28558.88,28623.15,723039900
2023-03-10,28385.29,28424.24,28118.74,28143.97,1112609700
2023-03-13,27886.21,27906.97,27631.53,27832.96,960567200
2023-03-14,27455.95,27455.95,27104.75,27222.04,1257058100
2023-03-15,27421.66,27424.94,27105.99,27229.48,866160600
2023-03-16,26796.67,27057.54,26632.92,27010.61,1071079800
2023-03-17,27232.23,27356.15,27071.71,27333.79,1014837300
2023-03-20,27253.73,27367.18,26945.67,26945.67,791909100
2023-03-22,27298.15,27520.97,27267.26,27466.61,780719800
2023-03-23,27232.97,27461.97,27175.63,27419.61,641296100
2023-03-24,27368.62,27397.29,27257.44,27385.25,595478200
2023-03-27,27482.39,27543.48,27359.72,27476.87,573975700
2023-03-28,27573.82,27603.45,27432.76,27518.25,663559800
2023-03-29,27549.37,27897.72,27505.48,27883.78,838235700
2023-03-30,27827.89,27876.38,27630.55,27782.93,820317100
2023-03-31,28009.22,28124.62,27986.62,28041.48,911488900
2023-04-03,28203.35,28258.91,28120.71,28188.15,750399000
2023-04-04,28213.93,28287.42,28139.12,28287.42,732692400
2023-04-05,28111.04,28133.57,27788.77,27813.26,743257400
2023-04-06,27589.14,27609.86,27427.66,27472.63,732029700
2023-04-07,27554.37,27591.15,27456.25,27518.31,491041200
2023-04-10,27658.52,27737.49,27597.18,27633.66,480314800
2023-04-11,27895.9,28068.39,27854.82,27923.37,648420000
2023-04-12,27985.93,28121.46,27983.97,28082.7,626839100
2023-04-13,27952.58,28163.87,27952.01,28156.97,598585200
2023-04-14,28321.54,28515.51,28282.82,28493.47,728949300
2023-04-17,28537.99,28599.75,28414.98,28514.78,580060300
2023-04-18,28567.54,28698.22,28520.76,28658.83,622725700
2023-04-19,28619.84,28677.22,28531.54,28606.76,580247000
2023-04-20,28472,28694.25,28442.45,28657.57,567419400
2023-04-21,28590.55,28778.37,28527.8,28564.37,613661800
2023-04-24,28631.78,28680.65,28567.24,28593.52,499527100
2023-04-25,28697.73,28806.69,28609.77,28620.07,593275400
2023-04-26,28478.52,28551.61,28319.77,28416.47,687055400
2023-04-27,28340.59,28459.73,28241.67,28457.68,735564600
2023-04-28,28705.91,28879.24,28499.51,28856.44,1039590900
2023-05-01,29058.05,29145.89,29016.83,29123.18,733682100
2023-05-02,29278.8,29278.8,29083.13,29157.95,639102200
2023-05-08,29095.46,29144.12,28931.81,28949.88,741494000
2023-05-09,29020.63,29262.36,29020.63,29242.82,863914600
2023-05-10,29189.41,29195.16,29070.11,29122.18,872759400
2023-05-11,29110.79,29165.59,29028.71,29126.72,822074300
2023-05-12,29199.3,29426.06,29141.52,29388.3,1060843600
2023-05-15,29547.04,29629.47,29475.97,29626.34,885873500
2023-05-16,29838.01,29916.56,29779.07,29842.99,1073921100
2023-05-17,29912.44,30115.32,29912.44,30093.59,930835700
2023-05-18,30432.54,30667.13,30381.9,30573.93,904857100
2023-05-19,30847.36,30924.57,30679.16,30808.35,805277100
2023-05-22,30735.71,31086.82,30689.27,31086.82,753937300
2023-05-23,31245.72,31352.53,30828.73,30957.77,921619800
2023-05-24,30728.69,30856.92,30566.83,30682.68,817090300
2023-05-25,30599.27,30889.98,30558.14,30801.13,839875400
2023-05-26,30909.61,31101.6,30864.49,30916.31,783488100
2023-05-29,31388.01,31560.43,31164,31233.54,783278700
2023-05-30,31196.24,31374.83,31064.19,31328.16,718453100
2023-05-31,31057.09,31142.78,30785.98,30887.88,1845848500
2023-06-01,30886.01,31185.05,30853.44,31148.01,950903500
2023-06-02,31300.72,31555.54,31257.01,31524.22,906562000
2023-06-05,31864.12,32217.43,31798.72,32217.43,988367900
2023-06-06,31988.37,32534.47,31933.87,32506.78,824786900
2023-06-07,32618.78,32708.53,31913.74,31913.74,1119412300
2023-06-08,31877.79,32035.95,31420.45,31641.27,860403600
2023-06-09,31927.38,32304.04,31898.75,32265.17,1015282600
2023-06-12,32412.12,32517.68,32280.54,32434,687045400
2023-06-13,32668.95,33127.36,32638.21,33018.65,894530100
2023-06-14,33331.47,33665.52,33203.95,33502.42,1115542000
2023-06-15,33493.69,33767.13,33386.01,33485.49,1058175100
2023-06-16,33399.15,33772.76,33186.93,33706.08,1320441300
2023-06-19,33768.69,33772.89,33231.56,33370.42,829084900
2023-06-20,33269.57,33474.74,33089.02,33388.91,824130300
2023-06-21,33200.63,33657.87,33154.68,33575.14,820003300
2023-06-22,33438.01,33641.46,33232.19,33264.88,946653500
2023-06-23,33458.35,33533.47,32575.56,32781.54,1036405600
2023-06-26,32647.08,32884.73,32392.72,32698.81,740739200
2023-06-27,32629.96,32689.1,32306.99,32538.33,795823600
2023-06-28,32807.84,33193.99,32642.87,33193.99,911142900
2023-06-29,33306.84,33527.98,33185.2,33234.14,1178914900
2023-06-30,33068.36,33232.89,32918.77,33189.04,1112581300
2023-07-03,33517.6,33762.81,33510.55,33753.33,953903000
2023-07-04,33512.26,33576.45,33338.78,33422.52,993713500
2023-07-05,33165.06,33389.22,33041.14,33338.7,951326200
2023-07-06,33058.4,33079.45,32637.72,32773.02,1005548700
2023-07-07,32450.64,32730.25,32327.9,32388.42,1050562700
2023-07-10,32393.46,32558.98,32065.63,32189.73,1011654000
2023-07-11,32434.67,32468.7,32084.42,32203.57,871600800
2023-07-12,32280.05,32312.03,31791.71,31943.93,883889600
2023-07-13,32106.05,32484.4,31952.98,32419.33,777770800
2023-07-14,32587.9,32780.63,32225.37,32391.26,902827600
2023-07-18,32457.18,32714.59,32338.3,32493.89,811117700
2023-07-19,32812.36,32896.03,32671.03,32896.03,818995400
2023-07-20,32803.35,32861.02,32462.86,32490.52,755997000
2023-07-21,32336.86,32462.44,32080.95,32304.25,793858600
2023-07-24,32648.14,32793.77,32554.46,32700.94,834980300
2023-07-25,32705.39,32715.56,32509.94,32682.51,1010268700
2023-07-26,32704.96,32724.25,32488.52,32668.34,851682700
2023-07-27,32523.69,32938.59,32503.69,32891.16,909018400
2023-07-28,32444.42,32846.97,32037.55,32759.23,1705002700
2023-07-31,33128.83,33402.08,33025.93,33172.22,1342940800
2023-08-01,33292.31,33488.77,33203.88,33476.58,1107576100
2023-08-02,33123.12,33158.58,32628.29,32707.69,1242018500
2023-08-03,32375.85,32467.06,32142.25,32159.28,1203403900
2023-08-04,32019.06,32294.7,31934.35,32192.75,1066209600
2023-08-07,31921.28,32306.87,31830.23,32254.56,941083100
2023-08-08,32430.61,32539.88,32238.59,32377.29,917844900
2023-08-09,32346.32,32407.85,32175.64,32204.33,1044872700
2023-08-10,32015.96,32504.85,32015.96,32473.65,1079986300
2023-08-14,32456.72,32613.99,32031.54,32059.91,955585500
2023-08-15,32372.53,32403.93,32217.52,32238.89,751178300
2023-08-16,31965.58,31997.28,31766.82,31766.82,848351100
2023-08-17,31621.98,31704.08,31309.68,31626,877123600
2023-08-18,31321.26,31644.89,31275.25,31450.76,748078600
2023-08-21,31552.85,31758.7,31409.86,31565.64,695107500
2023-08-22,31792.6,31906.1,31693.76,31856.71,701804200
2023-08-23,31717.91,32039.6,31717.91,32010.26,650504100
2023-08-24,32130.52,32297.91,32063.14,32287.21,733959100
2023-08-25,31840.91,31885.53,31572.06,31624.28,656795200
2023-08-28,31915.68,32205.48,31881.93,32169.99,699218000
2023-08-29,32280.57,32389.12,32186.57,32226.97,774842000
2023-08-30,32432.95,32557.45,32300.56,32333.46,891067500
2023-08-31,32361.02,32692.76,32359.15,32619.34,1146024000
2023-09-01,32521.15,32845.46,32499.44,32710.62,884327400
2023-09-04,32797.32,32939.18,32714.94,32939.18,895594600
2023-09-05,32941.41,33036.76,32784.32,33036.76,913445000
2023-09-06,33115.06,33282.15,33088.22,33241.02,941904600
2023-09-07,33118.55,33322.45,32986.35,32991.08,1001681100
2023-09-08,32916.25,32920.43,32512.8,32606.84,1140516800
2023-09-11,32690.54,32746.14,32391.69,32467.76,842193300
2023-09-12,32629.16,32799.69,32486.48,32776.37,939801600
2023-09-13,32742.29,32872.44,32616.65,32706.52,981452600
2023-09-14,32925.54,33244.45,32851.24,33168.1,1121042100
2023-09-15,33428.44,33634.31,33391.46,33533.09,1665830900
2023-09-19,33296.23,33337.23,33128.86,33242.59,1171595900
2023-09-20,33261.35,33267.14,32988.65,33023.78,1134617600
2023-09-21,32865.56,32939.89,32550.65,32571.03,1078851000
2023-09-22,32189.32,32535.67,32154.53,32402.41,1097926500
2023-09-25,32517.26,32722.22,32388.28,32678.62,821085400
2023-09-26,32640.05,32643.41,32315.05,32315.05,864558400
2023-09-27,32023.37,32371.9,31960.32,32371.9,1055881300
2023-09-28,32119.37,32164.45,31674.42,31872.52,1159057200
2023-09-29,32018.64,32027.46,31717.74,31857.62,1320335900
2023-10-02,32101.97,32401.58,31759.88,31759.88,1048864500
2023-10-03,31607.97,31607.97,31157.4,31237.94,1096031800
2023-10-04,30765.03,30830.85,30487.67,30526.88,1371579800
2023-10-05,30733.65,31083.9,30565.32,31075.36,1141912200
2023-10-06,31003.95,31160.45,30928.16,30994.67,945586500
2023-10-10,31314.67,31818.26,31314.67,31746.53,1010284000
2023-10-11,31847.1,32037.07,31804.09,31936.51,895066900
2023-10-12,32120.94,32494.66,32120.94,32494.66,1005636500
2023-10-13,32328.39,32533.08,32249.03,32315.99,915446600
2023-10-16,31983.04,31999.79,31564.31,31659.03,845123400
2023-10-17,32063.79,32260.77,31901.39,32040.29,756178300
2023-10-18,32033.81,32101.47,31866.95,32042.25,832032700
2023-10-19,31579.54,31669.42,31399.17,31430.62,807307500
2023-10-20,31164.89,31428.97,31093.9,31259.36,845409700
2023-10-23,31151.98,31177.41,30974.26,30999.55,735271200
2023-10-24,31157.01,31210.26,30551.67,31062.35,979025100
2023-10-25,31302.51,31466.92,31195.58,31269.92,786639800
2023-10-26,30902.92,30943.33,30567.61,30601.78,855527600
2023-10-27,30713.79,31081.48,30687.33,30991.69,891074500
2023-10-30,30663.48,30762.5,30538.29,30696.96,1869959900
2023-10-31,30694.96,30973.66,30552.65,30858.85,1343477700
2023-11-01,31311.22,31601.65,31301.51,31601.65,1300571700
2023-11-02,31987.02,32087.13,31878.36,31949.89,1210666900
2023-11-06,32450.82,32766.54,32395.5,32708.48,1393639100
2023-11-07,32551.77,32591.11,32250.93,32271.82,1067055200
2023-11-08,32457.23,32512.17,32049.34,32166.48,1561834600
2023-11-09,32316.39,32723.71,32193.2,32646.46,1155451300
2023-11-10,32491.24,32598.93,32248.24,32568.11,1112712900
2023-11-13,32818.15,32913.31,32499.28,32585.11,905949800
2023-11-14,32760.51,32836.27,32667.4,32695.93,880914900
2023-11-15,33112.31,33556.52,33096.93,33519.7,1237757700
2023-11-16,33399.59,33614.13,33233.84,33424.41,941901900
2023-11-17,33344.85,33599.63,33263.67,33585.2,932137000
2023-11-20,33559.62,33853.46,33352.69,33388.03,948797800
2023-11-21,33453.15,33460.32,33254.73,33354.14,919152200
2023-11-22,33182.99,33593.5,33182.99,33451.83,756229000
2023-11-24,33752.05,33817.86,33622.57,33625.53,806945800
2023-11-27,33710.03,33811.41,33397.04,33447.67,827176600
2023-11-28,33520.39,33545.85,33298.04,33408.39,840971300
2023-11-29,33244.43,33516.23,33179.07,33321.22,892289900
2023-11-30,33260.14,33486.89,33161.07,33486.89,1521572000
2023-12-01,33537.44,33551.57,33397.42,33431.51,875985100
2023-12-04,33318.07,33324.38,33023.04,33231.27,873018900
2023-12-05,33022.38,33089.82,32726.68,32775.82,860877700
2023-12-06,32928.92,33452.13,32914.09,33445.9,912044100
2023-12-07,33165.72,33195.87,32814.69,32858.31,1051260100
2023-12-08,32600.47,32604.35,32205.38,32307.86,1441590000
2023-12-11,32665.09,32933.08,32650.1,32791.8,1057756000
2023-12-12,33107.65,33172.13,32800.24,32843.7,980674200
2023-12-13,32973.47,33104.47,32864.38,32926.35,999523300
2023-12-14,33032.3,33120.55,32515.04,32686.25,1333509700
2023-12-15,32760.56,33122.33,32732.66,32970.55,1410976700
2023-12-18,32769.23,32790.58,32541.23,32758.98,1068776800
2023-12-19,32774.21,33219.39,32654.43,33219.39,1063089500
2023-12-20,33467.32,33824.06,33467.32,33675.94,1179504200
2023-12-21,33276.81,33337.84,33097.79,33140.47,955774300
2023-12-22,33257.95,33375.19,33151.7,33169.05,894128200
2023-12-25,33414.51,33414.51,33221.57,33254.03,589428900
2023-12-26,33295.68,33312.26,33181.36,33305.85,682656200
2023-12-27,33532.97,33755.75,33521.52,33681.24,936832600
2023-12-28,33477.47,33571.73,33411.24,33539.62,733097700
2023-12-29,33458.64,33652.71,33305.17,33464.17,890361000
2024-01-04,33193.05,33299.39,32693.18,33288.29,1172838900
2024-01-05,33397.52,33568.04,33257.43,33377.42,1153316400
2024-01-09,33704.83,33990.28,33600.32,33763.18,1120661200
2024-01-10,33896.33,34539.02,33885.74,34441.72,1059849400
2024-01-11,34871.33,35157.56,34849.57,35049.86,1300586200
2024-01-12,35601.65,35839.65,35362.24,35577.11,1292269800
2024-01-15,35634.12,36008.23,35544.32,35901.79,1056762100
2024-01-16,35909.2,35955.68,35587.53,35619.18,1034464700
2024-01-17,35850.18,36239.22,35476.52,35477.75,1395160800
2024-01-18,35371.25,35728.09,35371.25,35466.17,1002855400
2024-01-19,35913.72,36076.23,35790.07,35963.27,1041182700
2024-01-22,36294.1,36571.8,36225.91,36546.95,1000024300
2024-01-23,36605.3,36984.51,36436.07,36517.57,1114940200
2024-01-24,36415.66,36471.39,36104.89,36226.48,1086274000
2024-01-25,36213.14,36312.36,35912.54,36236.47,945903600
2024-01-26,36003,36060.4,35687.58,35751.07,1096375500
2024-01-29,35814.29,36186.87,35813.77,36026.94,955087900
2024-01-30,36196.64,36249.03,36039.31,36065.86,878993700
2024-01-31,35759.55,36292.53,35704.58,36286.71,1110953100
2024-02-01,36008.56,36146.36,35924.6,36011.46,1181349500
2024-02-02,36249.99,36441.09,36083.61,36158.02,1148216200
2024-02-05,36419.34,36452.62,36213,36354.16,1305294300
2024-02-06,36249.08,36294.48,36065.98,36160.66,1346890000
2024-02-07,36002.99,36195.5,35854.63,36119.92,1265212600
2024-02-08,36258.84,36956.97,36206.2,36863.28,1509862600
2024-02-09,36915.44,37287.26,36807.03,36897.42,1467661200
2024-02-13,37248.36,38010.69,37184.1,37963.97,1405041400
2024-02-14,37712.87,37825.85,37594.47,37703.32,1202744700
2024-02-15,38017.83,38188.74,37935.36,38157.94,1299949600
2024-02-16,38517.37,38865.06,38361.55,38487.24,1517174400
2024-02-19,38473.41,38555.84,38281.7,38470.38,1020209500
2024-02-20,38510.37,38742.33,38288.04,38363.61,1084835500
2024-02-21,38191.97,38339.7,38095.15,38262.16,1047198500
2024-02-22,38508.07,39156.97,38508.07,39098.68,1229256700
2024-02-26,39320.64,39388.08,39181.03,39233.71,1256927200
2024-02-27,39260.78,39426.29,39113.03,39239.52,1190951500
2024-02-28,39189.22,39283.95,39075.47,39208.03,1199285300
2024-02-29,38935.53,39250.12,38876.81,39166.19,1659909100
2024-03-01,39254.69,39990.23,39224.64,39910.82,1227737800
2024-03-04,40201.76,40314.64,40001.55,40109.23,1194477600
2024-03-05,39881.73,40226.99,39840.34,40097.63,1152271800
2024-03-06,39792.37,40147.77,39769.04,40090.78,1129197400
2024-03-07,40331.06,40472.11,39518.4,39598.71,1371719700
2024-03-08,39809.56,39989.33,39551.6,39688.94,1433393400
2024-03-11,39232.14,39241.28,38496.66,38820.49,1329198100
2024-03-12,38470.39,38841.8,38271.38,38797.51,1129334400
2024-03-13,39059.95,39147.8,38452.57,38695.97,1053540900
2024-03-14,38591.73,38840.33,38400.17,38807.38,1110684100
2024-03-15,38548.16,38808.68,38519.94,38707.64,1670979600
2024-03-18,38960.99,39769.11,38935.47,39740.44,1287378600
2024-03-19,39622.58,40003.6,39407.5,40003.6,1346938500
2024-03-21,40511.55,40823.32,40452.19,40815.66,1571822800
2024-03-22,40942.88,41087.75,40714.14,40888.43,1360973800
2024-03-25,40798.96,40837.18,40414.12,40414.12,1014820700
2024-03-26,40345.04,40529.53,40280.85,40398.03,1013657500
2024-03-27,40517.17,40979.36,40452.21,40762.73,1213124100
2024-03-28,40324.42,40482.02,40054.06,40168.07,1356287300
2024-03-29,40277.45,40521.71,40268.11,40369.44,1219796000
2024-04-01,40646.7,40697.22,39706.45,39803.09,1345112200
2024-04-02,39892.59,40151.05,39707.87,39838.91,1157958300
2024-04-03,39503.72,39625.9,39217.04,39451.85,1231752000
2024-04-04,39928.33,40243.02,39773.14,39773.14,1451455000
2024-04-05,39237.39,39274.76,38774.24,38992.08,1295623800
2024-04-08,39391.98,39617.36,39197,39347.04,1083013500
2024-04-09,39496.95,39773.13,39476.13,39773.13,1059208200
2024-04-10,39582.33,39708.7,39510.48,39581.81,974157800
2024-04-11,39090.68,39473.48,39065.31,39442.63,1070020200
2024-04-12,39722.02,39774.82,39457.73,39523.55,1071271100
2024-04-15,39056.93,39232.8,38820.95,39232.8,1070153000
2024-04-16,38750.67,38764.82,38322.32,38471.2,1329565400
2024-04-17,38587.47,38587.61,37961.8,37961.8,1206440600
2024-04-18,37745.04,38216.75,37644.91,38079.7,1058032400
2024-04-19,37724.47,37749.48,36733.06,37068.35,1553636400
2024-04-22,37240.93,37511.8,37052.63,37438.61,1193656700
2024-04-23,37797.06,37817.78,37397.27,37552.16,959271200
2024-04-24,37871.92,38460.08,37857.47,38460.08,1211315900
2024-04-25,38065.91,38129.53,37604.23,37628.48,1138524100
2024-04-26,37725.61,38097.54,37550.7,37934.76,1248545400
2024-04-30,38312.66,38608.17,38182.11,38405.66,1514280900
2024-05-01,38107.38,38433.34,38036.24,38274.05,1085436900
2024-05-02,38004.01,38355.6,37958.19,38236.07,1019285200
2024-05-07,38636.23,38863.14,38541.97,38835.1,1152396100
2024-05-08,38677.57,38749.35,38159.85,38202.37,1201061600
2024-05-09,38242.92,38429.81,38072.24,38073.98,1185501100
2024-05-10,38361.79,38741.88,38126.91,38229.11,1673429800
2024-05-13,38211.61,38273.4,37969.58,38179.46,1287349900
2024-05-14,38287.99,38477.68,38084.71,38356.06,1432629000
2024-05-15,38533.09,38816.6,38335.61,38385.73,1462732900
2024-05-16,38645.96,38949.38,38513.33,38920.26,1579437500
2024-05-17,38561.04,38842.49,38539.56,38787.38,1333356900
2024-05-20,38761.71,39437.16,38703.7,39069.68,1274428900
2024-05-21,39232.16,39346.15,38942.28,38946.93,1067198900
2024-05-22,38823.91,38854.99,38592.94,38617.1,1055204000
2024-05-23,38803.13,39129.47,38617.43,39103.22,1077552000
2024-05-24,38506.03,38740.82,38367.7,38646.11,963057200
2024-05-27,38766.21,38900.02,38667.93,38900.02,942391400
2024-05-28,38879.15,38981.97,38756.13,38855.37,1012076300
2024-05-29,38880.5,39141.99,38524.24,38556.87,1239158100
2024-05-30,38112.77,38138.03,37617,38054.13,1173391500
2024-05-31,38173.22,38526.93,38087.61,38487.9,2110106500
2024-06-03,38734.95,39032.5,38734.95,38923.03,1158550100
2024-06-04,38702.54,38895.06,38591.79,38837.46,1178686600
2024-06-05,38654.09,38656.41,38343.98,38490.17,1193704000
2024-06-06,38841.66,39011.93,38693.5,38703.51,1189157000
2024-06-07,38597.55,38747.27,38560.85,38683.93,962356200
2024-06-10,38689.78,39081.54,38689.78,39038.16,892254800
2024-06-11,39175.59,39336.66,39074.88,39134.79,933293200
2024-06-12,38865.15,38945.99,38809.36,38876.71,1081606600
2024-06-13,39182.06,39252.44,38689.79,38720.47,1159251000
2024-06-14,38587.57,39025.7,38554.75,38814.56,1571162900
2024-06-17,38440.98,38442.7,37950.2,38102.44,1074894800
2024-06-18,38433.48,38519.02,38332.89,38482.11,970822900
2024-06-19,38653.91,38797.97,38453.41,38570.76,936081600
2024-06-20,38410.32,38637.62,38263.08,38633.02,880451900
2024-06-21,38608.66,38795.68,38532.13,38596.47,1408422000
2024-06-24,38497.42,38905.47,38416.07,38804.65,934567500
2024-06-25,38833.9,39215.07,38758.07,39173.15,1082542100
2024-06-26,39364.73,39788.63,39233.56,39667.07,1088836200
2024-06-27,39434.47,39439.24,39193.51,39341.54,1150281900
2024-06-28,39593.01,39783.7,39485.73,39583.08,1243441800
2024-07-01,39839.82,39942.69,39537.1,39631.06,1187806900
2024-07-02,39543.61,40113.48,39457.62,40074.69,1350506700
2024-07-03,40225.83,40694.21,40172.85,40580.76,1256457500
2024-07-04,40747.59,40971.23,40604.15,40913.65,1179936300
2024-07-05,41009.36,41100.13,40746.89,40912.37,1142341500
2024-07-08,40863.14,41112.24,40780.7,40780.7,1130177600
2024-07-09,40953.41,41769.35,40942.44,41580.17,1181927400
2024-07-10,41444.33,41889.16,41430.38,41831.99,1344314200
2024-07-11,42343.72,42426.77,42102.46,42224.02,1230396800
2024-07-12,41668.86,41754.76,41188.29,41190.68,1303586500
2024-07-16,41366.79,41520.07,41220.65,41275.08,1007741600
2024-07-17,41416.18,41466.45,41054.72,41097.69,1098754400
2024-07-18,40521.71,40587.63,40104.22,40126.35,1175661700
2024-07-19,39965.91,40212.9,39824.58,40063.79,998316300
2024-07-22,39947.95,39973.2,39519.39,39599,827466000
2024-07-23,39864.09,39927.89,39519.91,39594.39,883160600
2024-07-24,39336.74,39643.27,39096.5,39154.85,1102608300
2024-07-25,38524.2,38557.79,37825.58,37869.51,1429652800
2024-07-26,37792.87,38105.96,37611.19,37667.41,1239545500
2024-07-29,38139.12,38719.7,38010.01,38468.63,1073493000
2024-07-30,38241.35,38531.16,38076.7,38525.95,1096622500
2024-07-31,38140.77,39188.37,37954.38,39101.82,1464213500
2024-08-01,38781.56,38781.56,37737.88,38126.33,1788397300
2024-08-02,37444.17,37471.52,35880.15,35909.7,2043090100
2024-08-05,35249.36,35301.18,31156.12,31458.42,2855705500
2024-08-06,32077.33,34911.8,32077.33,34675.46,2512352700
2024-08-07,34122.35,35849.77,33739.46,35089.62,2427982200
2024-08-08,34645.79,35379.65,34207.16,34831.15,1653267900
2024-08-09,35272.34,35671.31,34445.57,35025,1768683100
2024-08-13,35490.58,36232.51,35476.79,36232.51,1407375300
2024-08-14,36535.6,36683.89,36074.71,36442.43,1355812100
2024-08-15,36381.4,36885.16,36381.4,36726.64,1196943400
2024-08-16,37304.93,38143.55,37304.93,38062.67,1294568800
2024-08-19,37863.76,38125.27,37318.04,37388.62,1077759300
2024-08-20,37847.85,38236.39,37738.3,38062.92,1106142000
2024-08-21,37653.34,38026.02,37605.83,37951.8,947816500
2024-08-22,38033.78,38408.19,37883.86,38211.01,927610500
2024-08-23,38278.18,38424.27,38053.47,38364.27,897676100
2024-08-26,38156.41,38204.81,37825.31,38110.22,917042200
2024-08-27,38066.31,38365.64,37911.32,38288.62,842828900
2024-08-28,38221.38,38399.91,38141.49,38371.76,886716900
2024-08-29,38119.95,38401.15,37970.2,38362.53,1064633300
2024-08-30,38388.04,38669.79,38316.87,38647.75,1365792600
2024-09-02,39025.31,39080.64,38476.51,38700.87,870884600
2024-09-03,38745.76,38967.56,38581.55,38686.31,912457400
2024-09-04,38039.91,38080.02,36879.33,37047.61,1444365400
2024-09-05,36536.25,37099.96,36359.23,36657.09,1112597700
2024-09-06,36815,36898.28,36235.61,36391.47,1117151100
2024-09-09,35805.82,36248.12,35247.87,36215.75,1181779000
2024-09-10,36386.12,36537.03,36001.58,36159.16,1122722400
2024-09-11,36029.9,36056.87,35253.43,35619.77,1276346900
2024-09-12,36185.62,36902.21,36172.26,36833.27,1262803200
2024-09-13,36882.41,36887.4,36441.34,36581.76,1159122900
2024-09-17,36601.93,36663.18,35828.54,36203.22,1272798400
2024-09-18,36546.04,36675.07,36127.45,36380.17,998930900
2024-09-19,36958.93,37394.52,36958.93,37155.33,1141438900
2024-09-20,37714.07,37974.72,37654.11,37723.91,1626259400
2024-09-24,38171.36,38427.15,37902.99,37940.59,1134769200
2024-09-25,37947.35,38109.24,37868.84,37870.26,1082165500
2024-09-26,38266.79,38925.63,38240.65,38925.63,1410493200
2024-09-27,39108.27,39829.56,38917.98,39829.56,1619357600
2024-09-30,39117.83,39126.36,37797.91,37919.55,1904679700
2024-10-01,38232.47,38718.13,38232.47,38651.97,1326603100
2024-10-02,38136.2,38213.54,37651.07,37808.76,1401083800
2024-10-03,38459.13,38856.75,38457.62,38552.06,1273152000
2024-10-04,38594.73,38735.29,38501.82,38635.62,1212147600
2024-10-07,39239.92,39560.78,39195.93,39332.74,1280383200
2024-10-08,39021.13,39117.09,38817.54,38937.54,1203779100
2024-10-09,39385.49,39456.28,39115.63,39277.96,1068107800
2024-10-10,39575.8,39616.59,39282.19,39380.89,1034986500
2024-10-11,39636.87,39668.93,39415.26,39605.8,1109312500
2024-10-15,40047.15,40257.34,39910.55,39910.55,1289708900
2024-10-16,39362.63,39362.63,39062.85,39180.3,1080848400
2024-10-17,39263.82,39299.74,38911.19,38911.19,1072107700
2024-10-18,39092.47,39186.64,38893.52,38981.75,956906800
2024-10-21,38960.2,39119.67,38775.59,38954.6,989674600
2024-10-22,38933.6,38995.03,38200.82,38411.96,1104443800
2024-10-23,38397.28,38514.33,37987.62,38104.86,954326500
2024-10-24,37804.52,38320.39,37712.19,38143.29,1086989500
2024-10-25,37954.78,38028.14,37713,37913.92,907429600
2024-10-28,37757.95,38740.17,37757.95,38605.53,1166331600
2024-10-29,38524.3,38903.68,38416.85,38903.68,973807100
2024-10-30,39102.89,39417.88,39094.3,39277.39,2218121800
2024-10-31,39179.72,39249.21,38832.21,39081.25,1442868400
2024-11-01,38504.35,38512.83,37946.66,38053.67,1302641500
2024-11-05,38274.22,38620.19,38159.73,38474.9,1200140400
2024-11-06,38677.95,39664.53,38662.17,39480.67,1705754600
2024-11-07,39745.23,39884.01,39020.22,39381.41,1899855000
2024-11-08,39783.45,39818.41,39377.87,39500.37,1592563000
2024-11-11,39417.21,39598.74,39315.61,39533.32,1226835300
2024-11-12,39642.78,39866.72,39137.89,39376.09,1629622500
2024-11-13,39317.15,39377.24,38600.26,38721.66,1504235000
2024-11-14,38911.04,39084.44,38535.7,38535.7,1338306400
2024-11-15,38749.56,39101.64,38642.91,38642.91,1439066000
2024-11-18,38259.59,38548.3,38150.39,38220.85,1059713400
2024-11-19,38396.72,38560.1,38246.36,38414.43,1092156700
2024-11-20,38475.7,38520.45,38180.15,38352.34,1035340600
2024-11-21,38352.87,38374.69,37945.21,38026.17,1018608300
2024-11-22,38146.98,38420.63,38085.13,38283.85,1032801000
2024-11-25,38679.93,39053.64,38672.17,38780.14,1923819600
2024-11-26,38596.76,38596.76,38020.08,38442,1228045200
2024-11-27,38327.86,38332.45,37988.99,38134.97,1205278900
2024-11-28,37935.94,38478.32,37801.62,38349.06,1034061500
2024-11-29,38205.08,38270.06,37986.97,38208.03,1023154000
2024-12-02,38216.95,38552.41,37958.55,38513.02,1104621000
2024-12-03,38748.65,39427.37,38746.05,39248.86,1421941400
2024-12-04,39354,39417.08,39062.03,39276.39,1191063300
2024-12-05,39610.43,39632.3,39323.04,39395.6,1164014600
2024-12-06,39371.56,39468.47,38940.44,39091.17,1015007000
2024-12-09,39332.55,39332.55,38972.78,39160.5,1130741100
2024-12-10,39375.49,39465.14,39171.69,39367.58,1102644700
2024-12-11,39357.77,39401.93,39112.8,39372.23,1058276100
2024-12-12,39849.97,40091.55,39827.59,39849.14,1210679300
2024-12-13,39624.05,39734.99,39247.41,39470.44,1239410500
2024-12-16,39551.22,39632.17,39371.42,39457.49,875059800
2024-12-17,39589.65,39796.22,39364.68,39364.68,1156641800
2024-12-18,39176.88,39382.69,39081.71,39081.71,1321677900
2024-12-19,38522.27,38913.07,38355.52,38813.58,1477482000
2024-12-20,38950.28,39039.68,38701.9,38701.9,1844523100
2024-12-23,39040.72,39210.17,38847.13,39161.34,1031509000
